Air_Temp,Process_Temp,RPM,Torque,Tool_Wear,Vibration,Pressure,Humidity,Voltage,Current,Production_Count,Maintenance_Days_Ago,Defect,Failure
24.7,39.4,1534,35.9,230,0.36,100.8,65,207.4,9.0,729,74,0,0
24.5,35.6,1719,45.4,51,0.35,103.1,35,217.1,12.1,663,15,0,0
24.1,41.8,1253,33.9,68,0.3,100.9,70,218.1,11.6,835,35,0,0
28.9,46.0,1344,52.1,116,0.27,103.2,48,222.2,8.2,834,11,0,0
25.6,36.1,1187,54.2,83,0.42,100.3,48,214.1,8.9,990,31,0,0
26.4,43.4,1567,38.9,125,0.29,100.1,62,215.3,8.1,967,51,0,0
28.5,45.0,1574,43.8,135,0.41,99.8,59,222.2,9.8,807,23,0,0
23.1,42.1,1437,48.2,10,0.19,102.6,65,214.6,9.2,899,15,0,0
23.3,39.9,1398,37.3,187,0.35,98.2,49,217.5,9.0,551,63,0,0
23.6,37.5,1658,34.1,118,0.45,102.0,56,226.1,9.8,581,79,0,0
31.0,43.3,1570,47.6,229,0.32,104.4,60,207.1,13.6,447,65,1,1
25.9,39.6,1275,45.7,136,0.37,99.6,41,218.9,9.0,785,55,0,0
25.8,45.2,1927,34.3,10,0.43,104.6,69,219.9,8.3,907,48,0,0
25.2,34.8,1363,34.0,3,0.26,105.3,52,224.0,8.0,257,69,0,0
27.1,41.3,1671,44.7,111,0.21,101.1,36,219.6,11.6,992,32,0,0
26.7,43.3,1359,43.2,235,0.12,105.0,65,215.8,12.0,904,57,0,0
30.1,46.6,1541,36.8,72,0.29,99.3,69,221.2,7.8,336,76,0,0
25.6,42.0,1306,30.5,76,0.38,100.5,55,217.5,11.5,762,8,0,0
29.5,47.3,1366,39.4,105,0.13,103.2,55,214.5,11.6,380,2,0,0
24.5,41.0,1447,36.5,64,0.36,103.1,44,223.3,14.1,363,26,0,0
20.0,36.2,1372,48.3,129,0.39,100.5,35,218.7,8.2,914,42,0,0
29.1,40.8,1638,27.6,165,0.54,103.6,62,222.4,13.7,769,71,1,0
23.5,34.1,1708,50.8,233,0.46,104.3,64,212.7,8.6,817,29,1,1
23.1,36.9,1427,42.6,226,0.34,102.0,51,220.4,10.1,585,57,0,0
22.4,36.3,1604,26.5,82,0.35,103.7,42,220.0,10.9,374,14,0,0
26.0,43.3,1747,38.2,91,0.43,102.3,67,225.8,11.0,364,31,0,0
24.8,38.7,1566,50.2,138,0.25,102.8,64,212.2,12.5,592,34,0,0
28.0,45.1,1539,29.5,59,0.38,102.1,69,220.9,11.3,788,15,0,0
34.6,44.6,1767,41.5,109,0.36,102.9,58,210.3,9.8,519,5,0,0
27.9,44.8,1599,44.5,48,0.37,99.6,63,219.1,12.1,991,21,0,0
23.1,35.3,1470,30.5,154,0.18,105.8,61,231.7,14.3,535,39,0,0
24.3,36.0,1502,45.7,6,0.32,97.8,44,219.9,10.6,488,24,0,0
28.2,40.4,1377,45.7,38,0.35,100.7,55,219.8,9.6,709,82,0,0
32.1,52.0,1788,44.7,242,0.48,102.3,65,219.8,7.2,552,51,1,0
28.7,44.4,1493,43.3,153,0.35,103.5,46,217.5,6.8,211,70,0,0
24.8,32.8,1533,46.3,199,0.21,102.8,41,215.7,10.0,623,7,0,0
26.5,37.7,1709,45.4,73,0.44,102.2,68,216.9,9.1,752,2,0,0
26.8,46.6,1457,49.8,71,0.38,100.8,38,219.2,11.8,842,40,0,0
26.0,43.1,1424,44.1,26,0.58,101.5,47,216.9,7.9,475,44,0,0
27.1,42.9,1853,39.5,25,0.46,101.4,57,218.3,4.4,796,54,0,0
24.8,41.7,1480,41.9,68,0.48,100.8,65,220.8,8.9,508,90,0,0
29.3,43.7,1333,51.3,181,0.21,98.8,54,222.1,8.3,875,77,1,1
25.6,36.3,1557,43.8,139,0.55,100.2,40,219.2,8.1,411,71,0,0
26.6,45.4,1358,41.8,178,0.24,98.2,64,215.9,13.0,414,27,0,0
28.2,38.7,1654,40.0,3,0.3,102.1,38,215.5,12.7,664,31,0,0
24.4,38.9,1491,34.1,2,0.57,103.9,50,229.0,9.8,623,2,0,0
25.3,44.6,1262,39.7,114,0.31,101.5,44,218.6,9.0,611,27,0,0
20.9,36.3,1498,29.0,24,0.33,97.7,35,220.3,8.7,473,74,0,0
28.1,47.5,1780,48.8,54,0.5,101.9,61,208.8,11.5,289,87,1,1
25.8,42.2,1720,40.0,59,0.37,103.4,50,223.1,9.8,896,56,0,0
22.8,36.0,1369,35.4,121,0.59,102.0,44,222.8,11.2,630,4,0,0
28.0,43.7,1568,37.0,69,0.27,102.6,64,222.2,12.3,974,15,0,0
25.9,45.1,1661,37.1,95,0.37,98.4,57,226.4,10.6,479,19,0,0
21.6,40.1,1379,47.8,57,0.54,103.0,60,219.0,8.3,891,29,0,0
23.0,34.3,1477,40.4,69,0.19,99.6,53,213.1,8.2,676,49,0,0
26.0,35.1,1980,44.3,24,0.08,100.7,65,216.8,9.1,280,70,0,0
21.8,37.4,1596,32.7,71,0.26,101.8,49,220.5,12.6,922,39,0,0
24.5,39.5,1411,36.2,71,0.63,99.1,54,217.8,6.9,347,52,0,0
26.0,39.0,1489,39.4,126,0.44,98.4,46,211.7,11.9,614,22,0,0
22.7,35.4,1448,44.5,24,0.39,102.8,59,217.5,8.9,729,63,0,0
28.6,36.8,1605,46.7,99,0.44,102.3,36,226.8,9.0,223,38,0,0
25.1,40.4,1293,40.8,34,0.38,102.9,30,223.1,7.7,947,77,0,0
27.7,46.0,1543,40.0,144,0.49,97.3,34,217.3,8.7,412,51,0,0
25.1,38.6,1463,31.0,120,0.28,100.0,59,224.3,10.3,314,53,0,0
21.8,39.3,1655,52.3,206,0.31,104.4,31,218.5,8.2,387,79,1,1
23.2,39.8,1412,42.8,196,0.27,100.2,61,221.2,7.5,216,9,0,0
22.1,32.2,1587,47.5,169,0.3,103.7,56,237.6,8.3,850,7,0,0
25.3,36.0,1854,45.9,95,0.26,99.4,52,221.7,6.0,684,42,0,0
21.1,36.9,1507,39.8,96,0.29,103.9,57,223.3,11.5,368,16,0,0
27.5,44.9,1793,47.3,98,0.24,101.7,52,219.2,10.3,606,35,0,0
24.7,42.6,1386,60.2,210,0.23,96.1,42,220.6,11.9,460,16,1,0
25.9,44.2,1487,30.7,44,0.46,102.8,33,216.8,11.7,785,71,1,0
21.8,40.6,1455,42.6,10,0.42,100.6,30,215.3,11.2,884,66,0,0
26.7,37.5,1152,51.7,61,0.09,103.3,57,214.0,10.3,798,59,0,0
28.7,42.0,1116,48.2,34,0.45,100.9,54,222.5,10.7,467,64,1,1
22.2,31.2,1326,44.0,70,0.36,101.9,67,224.9,9.9,558,67,0,0
25.0,38.8,1106,45.4,24,0.22,105.4,40,214.3,11.6,829,37,0,0
19.7,32.4,1667,35.3,166,0.28,99.5,66,214.2,14.2,460,72,0,0
27.3,42.3,1316,33.6,202,0.15,99.4,50,215.8,8.0,929,66,1,1
22.9,37.2,1689,44.8,107,0.22,102.4,30,212.6,10.1,262,48,0,0
20.1,34.8,1650,33.8,22,0.35,99.4,40,232.3,8.4,730,24,0,0
26.3,38.9,1348,31.4,115,0.19,101.7,37,219.4,8.3,928,0,0,0
23.5,32.2,1719,58.2,37,0.43,100.0,45,224.2,9.1,473,21,0,0
30.1,49.0,1375,30.1,68,0.23,103.6,38,211.6,10.6,997,1,0,0
27.6,42.9,1370,26.9,165,0.41,103.0,70,211.3,11.0,787,72,0,0
24.1,42.5,1104,58.4,89,0.38,102.8,30,218.3,9.4,432,71,1,1
24.5,40.3,1312,33.5,213,0.48,103.3,44,217.2,9.7,418,10,0,0
26.3,46.2,1309,37.6,109,0.37,102.5,41,217.4,12.5,587,14,0,0
20.6,38.5,1427,40.2,177,0.31,104.3,49,221.8,8.7,559,43,0,0
18.5,34.7,1560,23.5,134,0.24,102.7,70,214.8,9.5,243,39,0,0
23.7,42.0,1331,38.3,124,0.25,101.2,48,213.7,12.5,710,88,0,0
25.2,37.9,1581,56.4,142,0.39,103.7,54,227.8,7.8,517,8,0,0
24.6,34.8,1462,32.1,154,0.31,101.1,53,217.3,10.7,867,36,0,0
26.9,45.5,1697,55.1,145,0.27,101.3,41,213.0,11.4,976,17,0,0
24.1,37.4,1526,43.8,75,0.37,103.8,39,220.6,8.0,524,59,0,0
19.2,38.4,1419,34.5,3,0.29,102.7,68,220.2,10.5,545,79,0,0
21.4,32.7,1511,44.7,248,0.27,102.3,35,216.9,7.7,312,12,0,0
24.0,41.1,1256,44.8,158,0.38,101.3,46,226.5,10.1,542,31,0,0
29.0,44.3,1569,34.0,99,0.31,100.5,47,218.8,9.9,936,36,0,0
21.6,33.4,1444,32.4,34,0.35,103.4,67,222.8,6.5,630,38,0,0
26.3,39.0,1766,41.7,2,0.51,99.2,42,215.7,6.6,990,20,0,0
21.4,41.0,1617,39.2,243,0.35,99.8,38,225.8,11.0,570,42,0,0
30.4,43.1,1175,55.0,141,0.4,97.8,59,220.1,7.9,263,69,1,1
27.8,45.0,1591,39.2,54,0.45,100.9,69,224.6,7.0,682,50,0,0
27.3,43.5,1509,41.8,175,0.4,100.8,56,211.8,11.3,458,30,0,0
25.1,33.9,1198,35.1,193,0.28,101.2,40,215.7,7.8,397,49,0,0
23.9,36.3,1623,39.1,138,0.51,98.6,31,219.7,11.0,464,47,0,0
23.8,33.3,1580,33.0,97,0.28,99.5,50,228.7,10.1,458,22,0,0
27.6,42.9,1260,38.0,56,0.23,106.2,33,216.3,10.1,277,87,0,0
22.6,41.3,1543,36.4,141,0.57,103.9,61,218.8,10.4,286,25,0,0
18.0,33.1,1242,46.1,248,0.39,102.4,53,224.6,10.8,561,57,0,0
23.9,35.7,1541,34.2,178,0.18,99.0,55,219.5,12.8,683,35,0,0
25.8,39.5,1266,47.4,127,0.44,99.9,64,220.8,10.7,797,14,0,0
23.4,42.8,1387,44.2,213,0.27,101.6,61,218.2,10.0,860,4,0,0
26.2,42.4,1310,49.8,171,0.31,101.7,54,220.8,12.3,738,8,1,1
20.7,37.1,1493,38.7,92,0.36,103.7,67,217.8,8.8,228,83,0,0
28.8,38.7,1838,44.2,106,0.43,104.1,45,215.3,8.8,317,36,0,0
27.6,45.1,1134,44.1,197,0.26,98.7,40,225.7,9.4,580,36,1,0
31.3,49.8,1326,39.3,207,0.13,101.9,53,212.9,7.1,321,53,0,0
21.6,41.5,1821,45.9,189,0.11,100.6,48,221.8,6.9,472,64,0,0
29.5,40.9,1749,36.2,35,0.57,101.8,68,224.2,10.7,591,30,0,0
19.7,29.9,1351,44.5,212,0.13,103.0,54,219.4,10.1,590,76,0,0
30.0,46.4,1478,45.1,105,0.26,100.4,48,226.5,7.8,623,30,0,0
23.3,38.8,1885,39.4,167,0.48,100.4,49,223.4,11.8,854,73,0,0
25.0,34.0,1517,43.1,59,0.3,103.1,68,224.6,6.5,901,34,0,0
26.5,44.8,1491,40.6,209,0.36,100.2,42,217.4,10.4,814,72,1,0
24.6,40.5,1522,48.2,107,0.38,100.5,70,217.2,14.3,312,41,0,0
24.1,43.5,1686,53.2,15,0.34,101.2,32,226.6,11.6,460,52,0,0
16.8,31.2,1155,40.3,247,0.26,101.8,32,217.1,7.5,617,90,1,1
27.1,35.8,1279,33.2,179,0.49,99.5,45,224.5,9.1,953,15,0,0
23.8,34.6,1389,44.1,123,0.25,102.1,70,224.5,6.9,759,35,0,0
27.3,43.1,1691,26.7,159,0.32,100.1,55,221.9,8.5,432,47,0,0
22.7,33.8,1496,26.9,129,0.33,102.9,69,219.0,11.6,465,88,0,0
22.6,36.4,1419,29.6,120,0.21,102.8,64,219.7,9.5,386,87,0,0
28.5,48.3,1561,47.0,173,0.49,103.8,35,210.8,11.2,513,17,0,0
25.1,44.4,1415,37.6,173,0.3,102.1,31,216.6,8.9,995,22,0,0
25.9,35.0,1373,42.7,25,0.54,103.0,66,225.7,6.5,708,51,0,0
24.6,39.4,1468,52.1,180,0.35,100.7,49,218.7,8.2,348,13,0,0
31.4,49.5,1637,39.8,146,0.51,100.9,32,220.0,9.7,248,86,1,1
19.2,27.3,1478,46.4,31,0.23,105.6,64,217.9,12.1,697,75,0,0
22.9,36.7,1598,32.5,213,0.43,100.4,69,224.9,10.4,405,75,0,0
26.9,46.0,1809,49.0,248,0.62,103.2,67,221.4,10.4,896,88,1,1
25.6,35.4,1665,28.7,1,0.25,100.5,58,216.6,11.2,759,73,0,0
26.2,40.3,1494,55.1,65,0.37,101.7,43,217.5,11.8,414,86,0,0
23.9,41.8,1429,40.1,216,0.2,100.9,42,210.9,7.3,583,14,0,0
28.8,44.3,1607,39.2,116,0.24,99.0,70,212.8,7.9,307,77,0,0
17.4,35.1,1402,33.8,127,0.17,103.5,56,212.5,12.3,524,58,0,0
22.7,41.7,1340,51.5,113,0.45,102.4,54,221.3,13.6,748,47,0,0
25.0,34.9,1535,43.6,229,0.16,100.8,55,219.7,13.2,246,77,1,0
29.8,40.1,1689,32.0,50,0.3,103.9,66,221.7,10.4,452,63,0,0
25.9,38.2,1096,50.6,170,0.35,99.6,52,231.8,10.1,522,10,0,0
23.6,41.6,1314,45.8,56,0.47,101.1,30,215.3,9.4,248,47,0,0
24.2,37.0,1483,49.6,11,0.43,103.6,49,208.3,9.6,945,25,0,0
24.5,32.8,1226,43.5,34,0.41,100.3,60,221.4,12.2,414,85,0,0
23.1,39.1,1510,43.8,134,0.3,97.7,39,226.1,6.6,670,31,0,0
26.1,45.7,1470,29.8,26,0.24,100.6,39,225.8,10.6,346,80,0,0
25.2,43.1,1538,49.1,202,0.31,100.7,40,218.0,11.3,717,77,1,1
27.1,38.4,1768,51.3,207,0.31,101.8,67,220.8,10.7,961,58,0,0
24.3,34.3,1758,45.3,85,0.44,103.1,48,214.3,9.9,435,10,0,0
24.7,34.8,1422,25.9,167,0.42,103.7,65,228.5,7.6,926,18,0,0
27.4,45.7,1553,30.1,198,0.43,102.9,30,221.5,12.8,539,28,1,0
25.8,42.0,1669,30.5,39,0.13,100.9,67,220.5,11.1,381,38,0,0
29.0,38.5,1482,33.1,190,0.3,99.5,30,224.2,8.1,586,52,0,0
23.0,38.3,1207,50.5,14,0.47,100.6,57,218.7,9.0,912,60,0,0
31.2,43.6,1511,26.9,56,0.5,104.0,47,226.2,9.9,492,20,0,0
26.9,36.8,1200,43.8,16,0.28,101.2,37,220.1,7.9,419,69,0,0
24.5,35.9,1364,51.6,30,0.54,100.7,68,210.7,6.9,341,85,1,0
21.4,40.6,1761,38.8,103,0.25,100.9,59,223.0,10.5,224,41,0,0
26.5,40.0,1136,31.3,154,0.38,101.1,30,225.1,8.9,696,62,0,0
24.9,37.7,1315,60.3,109,0.2,101.2,60,215.9,9.8,849,37,0,0
24.3,37.1,1506,33.6,229,0.43,102.3,66,213.0,11.5,893,79,0,0
22.9,31.8,1415,40.4,82,0.36,102.1,69,224.0,8.4,378,18,1,1
26.5,37.7,1618,26.3,204,0.33,101.1,38,218.3,11.7,288,35,0,0
25.9,34.0,1210,48.7,103,0.35,98.2,56,218.2,10.9,659,71,0,0
27.7,43.8,1335,45.7,161,0.35,102.9,57,221.8,12.0,992,38,0,0
31.1,48.8,1402,31.6,203,0.53,100.7,65,221.6,10.0,724,79,1,1
26.0,39.9,1524,40.5,146,0.47,99.2,38,213.3,10.6,763,3,0,0
22.8,38.1,1467,48.6,121,0.22,100.8,34,220.6,10.3,217,63,0,0
25.1,43.9,1460,36.4,94,0.42,102.2,64,223.2,7.7,755,53,0,0
23.6,39.5,1550,41.1,155,0.05,101.5,59,227.5,8.1,377,7,0,0
28.3,44.3,1478,40.5,192,0.37,99.1,66,217.4,10.9,455,58,0,0
30.6,49.7,1367,29.9,215,0.24,100.6,54,227.6,10.6,694,67,1,0
21.6,35.0,1410,43.7,166,0.25,102.6,52,216.5,11.3,217,1,0,0
23.0,42.1,1612,61.8,153,0.33,101.7,49,221.3,3.8,925,76,1,0
29.4,44.2,1319,34.1,35,0.32,102.4,66,224.1,7.3,866,21,0,0
24.7,36.5,1627,32.7,156,0.65,99.6,37,224.3,14.6,864,49,0,0
23.2,39.3,1531,55.1,18,0.3,98.2,70,211.9,11.3,293,31,0,0
27.0,45.7,1655,48.2,233,0.43,101.0,51,219.3,10.3,522,28,1,0
25.2,41.6,1358,43.7,191,0.3,100.7,70,225.0,13.1,312,53,0,0
25.2,35.5,1725,44.7,105,0.51,100.8,67,216.0,11.4,807,37,0,0
25.3,41.1,1424,48.1,60,0.27,103.2,32,224.4,9.2,210,33,0,0
24.5,33.3,1675,37.6,187,0.39,101.3,41,215.8,10.5,842,9,0,0
24.0,43.7,1434,32.7,47,0.42,100.0,66,231.1,8.0,363,75,0,0
19.5,35.0,1454,39.9,189,0.21,101.7,42,217.1,10.5,840,31,0,0
24.6,40.6,1533,38.5,168,0.36,101.2,38,214.1,9.3,682,35,0,0
26.7,36.1,1629,50.0,49,0.25,102.2,38,216.1,10.6,786,50,0,0
21.1,36.7,1426,39.7,74,0.49,100.6,60,223.4,10.4,902,2,0,0
26.3,43.8,1529,37.5,110,0.49,104.2,41,218.7,11.2,780,24,0,0
27.1,39.7,1563,39.2,81,0.47,102.2,53,217.7,12.0,583,41,0,0
21.9,41.6,1451,51.9,91,0.33,104.4,32,215.1,7.5,465,44,0,0
28.7,40.6,1603,38.0,42,0.21,99.5,31,208.5,11.5,202,19,0,0
24.4,34.4,1286,46.6,199,0.37,99.1,61,215.9,13.2,568,63,1,0
26.2,41.2,1256,46.1,84,0.23,102.3,60,219.6,5.3,322,31,0,0
26.7,44.7,1645,46.9,235,0.31,101.7,33,215.8,9.0,989,46,0,0
33.2,52.8,1439,39.5,73,0.21,101.4,55,221.7,11.2,577,10,0,0
25.2,34.1,1188,37.4,179,0.09,99.0,44,224.4,8.8,903,25,0,0
28.0,40.3,1461,32.5,233,0.45,101.5,56,214.3,12.1,204,8,0,0
22.3,34.8,1501,40.4,88,0.34,102.9,68,213.3,6.7,654,58,0,0
29.8,45.7,1517,32.2,155,0.25,104.9,67,225.7,6.8,571,87,0,0
29.1,40.8,1644,37.1,35,0.4,99.8,50,221.7,9.5,621,36,0,0
24.6,34.6,1623,26.5,116,0.4,100.2,56,220.8,9.2,275,19,1,0
22.7,30.8,1396,41.7,214,0.42,101.9,34,211.3,6.8,682,13,0,0
23.6,36.9,1623,28.5,88,0.25,100.4,54,215.6,7.7,840,32,1,1
21.3,36.3,1595,44.6,38,0.26,100.1,54,232.8,10.4,691,87,0,0
27.2,39.8,1668,52.7,124,0.4,99.3,69,219.0,9.7,433,51,0,0
25.9,39.6,1288,37.8,191,0.58,99.4,39,226.1,10.9,824,23,0,0
24.0,40.6,1182,38.4,54,0.37,100.3,31,217.8,10.9,983,3,0,0
29.3,46.8,1424,37.6,173,0.33,101.6,58,211.0,9.5,278,60,1,0
21.1,39.5,1480,37.4,224,0.48,102.2,54,226.8,7.3,372,57,0,0
22.3,32.3,1859,56.7,61,0.39,105.0,62,216.7,10.9,237,29,0,0
27.5,40.1,1407,41.9,199,0.36,102.2,57,220.7,9.9,697,68,0,0
26.8,45.3,1258,25.5,65,0.34,98.3,52,218.4,10.2,359,29,0,0
23.0,37.3,1671,26.9,227,0.05,99.3,63,206.1,11.0,544,2,0,0
27.6,47.5,1588,45.1,65,0.42,100.5,36,219.9,11.0,507,25,0,0
24.7,42.3,1659,39.6,42,0.29,101.8,39,218.6,10.7,567,48,0,0
23.1,33.3,1401,35.8,212,0.1,102.0,32,217.0,10.2,220,3,0,0
29.5,40.3,1622,34.4,197,0.39,100.6,55,223.9,10.2,330,63,0,0
27.6,38.4,1477,49.0,210,0.1,99.5,32,212.7,9.1,380,21,0,0
21.5,39.1,1398,45.0,200,0.44,101.2,34,223.2,8.4,304,66,0,0
21.5,39.2,1595,40.0,111,0.35,102.6,67,218.7,12.1,706,69,1,1
20.7,35.7,1669,41.3,98,0.37,99.9,51,224.9,10.0,389,57,0,0
22.4,32.2,1777,33.3,152,0.29,101.3,50,212.9,13.0,684,87,0,0
24.5,36.5,1535,45.2,177,0.18,105.9,33,217.6,10.8,218,78,0,0
26.7,38.0,1587,38.0,144,0.21,99.4,48,220.4,8.2,448,45,0,0
27.0,37.1,1388,48.3,229,0.15,100.4,45,216.3,11.7,638,74,1,1
27.4,40.5,1494,40.1,134,0.22,97.2,38,221.4,9.9,529,31,0,0
22.8,42.2,1670,30.3,169,0.37,100.4,62,221.6,10.4,254,46,0,0
23.2,34.6,1446,35.0,114,0.21,101.3,37,226.5,8.7,556,3,0,0
23.7,32.3,1753,44.5,149,0.21,100.2,39,215.9,9.3,562,46,0,0
26.1,43.3,1467,37.2,102,0.29,102.4,51,214.5,10.1,322,46,0,0
25.4,42.0,1391,29.6,236,0.29,102.4,56,226.8,10.6,991,25,0,0
24.9,39.1,1800,47.0,70,0.2,101.1,43,222.3,10.6,429,3,0,0
23.7,40.9,1390,35.0,162,0.54,104.3,56,223.8,8.3,824,87,0,0
20.8,29.8,1779,44.3,0,0.46,100.2,38,221.6,9.7,371,88,0,0
24.8,44.2,1390,38.0,79,0.25,101.3,52,218.2,11.5,521,86,0,0
25.2,37.9,1211,24.1,205,0.1,99.9,32,223.1,11.3,398,27,0,0
26.0,37.7,1585,43.6,169,0.45,105.2,69,231.0,10.3,232,85,0,0
25.2,38.9,1526,52.2,69,0.41,101.4,66,215.3,7.4,601,32,0,0
25.2,42.6,1423,25.2,113,0.39,101.1,50,217.6,10.9,1000,69,0,0
28.0,44.9,1334,33.8,240,0.41,102.5,63,218.9,9.5,788,49,0,0
20.4,33.4,1378,35.1,42,0.36,105.6,37,218.9,11.9,482,28,0,0
21.1,41.0,1659,47.8,215,0.25,100.8,50,218.6,7.8,259,23,0,0
31.2,47.2,1374,53.2,220,0.41,98.5,48,216.3,9.2,276,16,1,1
25.5,39.1,1560,38.2,193,0.12,100.8,50,221.7,13.0,615,9,0,0
27.1,36.0,1585,40.2,221,0.27,102.2,67,228.6,9.8,850,11,0,0
21.0,38.1,1382,36.8,155,0.55,102.2,36,217.5,11.6,764,83,0,0
26.3,43.9,1319,49.5,219,0.38,98.2,55,216.9,12.1,437,50,1,1
27.8,39.3,1624,24.3,150,0.58,98.3,56,217.9,8.0,770,77,0,0
28.4,45.3,1516,50.2,227,0.31,102.2,68,212.6,8.8,309,64,1,1
22.0,42.0,1596,36.2,206,0.27,98.1,55,214.3,8.1,902,18,0,0
21.0,36.2,1483,46.9,240,0.33,102.1,52,219.0,5.0,397,16,0,0
22.6,32.0,1607,40.7,83,0.26,98.1,59,217.9,8.6,973,69,0,0
26.4,41.5,1430,36.2,196,0.18,102.3,41,222.0,11.9,495,2,0,0
25.3,36.6,1229,26.6,60,0.35,101.8,58,212.8,12.3,274,29,0,0
27.7,41.7,1412,46.7,33,0.37,100.6,52,212.7,6.6,472,20,0,0
25.2,38.8,1731,41.9,24,0.28,105.7,69,217.7,8.4,313,32,0,0
23.7,41.9,1617,27.4,207,0.39,102.7,58,216.1,10.0,390,79,0,0
27.3,44.3,1446,34.7,20,0.24,98.7,70,217.9,12.5,280,28,0,0
28.6,46.0,1680,53.2,199,0.08,103.3,52,211.2,11.4,296,50,1,1
22.6,31.3,1658,28.2,116,0.27,98.8,49,226.6,10.7,920,4,0,0
25.1,41.5,1619,35.4,26,0.36,101.1,43,216.0,6.2,404,50,0,0
24.8,41.2,1645,34.8,22,0.17,100.5,58,217.5,8.6,628,13,0,0
18.5,36.7,1435,32.9,23,0.39,102.7,43,219.4,8.6,403,56,0,0
24.1,38.2,1431,35.1,95,0.41,97.7,37,214.1,8.4,703,32,0,0
24.2,35.5,1304,24.7,238,0.29,101.3,61,213.9,10.5,691,7,0,0
22.9,34.7,1446,25.4,30,0.4,101.7,38,226.5,5.7,208,76,0,0
26.4,35.4,1519,44.7,9,0.64,101.8,55,216.7,10.2,930,66,0,0
24.5,38.2,1442,44.3,112,0.11,101.9,32,215.9,10.8,399,30,0,0
23.6,40.5,1265,54.5,214,0.4,101.8,66,219.9,7.7,592,42,0,0
26.7,36.3,1549,50.1,150,0.31,102.2,46,230.2,8.6,696,12,0,0
26.3,41.8,1757,39.4,123,0.27,98.7,39,216.3,7.5,685,71,0,0
21.1,33.6,1451,33.2,82,0.35,99.0,70,224.8,7.9,328,16,0,0
24.3,37.6,1715,42.7,223,0.19,100.7,41,222.8,16.0,443,43,0,0
20.3,37.4,1536,40.0,92,0.34,103.9,37,218.5,9.9,976,77,0,0
23.1,39.9,1554,31.1,172,0.43,101.6,64,224.2,12.3,638,60,0,0
22.6,33.4,1627,49.3,33,0.39,105.1,40,217.6,10.4,942,0,0,0
24.9,44.0,1265,45.7,93,0.32,102.3,64,223.1,11.0,522,59,0,0
23.0,38.8,1635,38.3,13,0.55,103.2,38,220.9,10.5,790,64,0,0
20.9,31.1,1708,51.3,171,0.4,103.2,40,224.1,11.6,318,41,0,0
21.7,41.2,1371,39.4,196,0.17,101.5,42,222.4,13.2,678,79,1,0
26.7,45.9,1270,38.9,101,0.37,103.5,55,225.1,13.4,599,52,0,0
25.9,41.9,1397,29.7,168,0.21,98.9,66,224.0,7.4,602,47,0,0
24.6,40.5,1556,38.6,228,0.28,102.1,51,218.3,7.4,419,8,0,0
25.0,33.6,1150,31.7,155,0.32,100.1,57,221.0,10.3,985,22,0,0
19.0,29.8,1724,37.9,83,0.35,98.1,49,221.1,8.0,228,49,0,0
29.6,37.9,1683,37.3,134,0.38,101.7,65,215.9,9.1,218,28,0,0
25.8,36.1,1352,47.3,230,0.33,93.5,39,223.3,9.7,366,10,0,0
31.3,44.6,1407,27.8,191,0.26,101.3,48,221.8,12.6,666,30,1,0
22.8,37.0,1438,36.5,164,0.21,99.8,62,217.7,10.9,935,1,0,0
24.4,32.5,1541,32.3,69,0.34,102.8,42,223.5,10.2,623,60,0,0
25.4,34.8,1546,52.5,95,0.43,101.9,35,223.2,12.5,778,23,0,0
22.8,32.0,1546,30.0,64,0.38,102.1,38,224.5,7.2,321,63,0,0
20.8,38.5,1439,40.4,217,0.57,101.1,46,215.0,13.1,896,66,1,1
26.9,45.0,1645,34.5,210,0.42,103.1,43,223.6,11.4,634,5,0,0
30.0,38.5,1355,44.2,207,0.39,99.9,66,211.3,10.9,839,27,0,0
31.1,48.6,1629,50.1,87,0.42,105.8,34,218.8,9.8,917,18,0,0
28.3,39.4,1499,45.8,10,0.29,99.1,53,227.1,10.6,338,2,0,0
21.9,39.0,1508,34.8,232,0.49,105.2,70,217.5,7.6,360,71,1,1
16.2,27.1,1408,37.2,19,0.31,100.3,67,212.9,8.6,988,67,0,0
18.9,27.7,1500,39.7,4,0.31,99.8,61,221.6,10.9,381,41,0,0
27.4,35.8,1484,40.7,27,0.49,101.6,61,216.1,10.5,972,71,0,0
26.5,45.0,1380,36.5,1,0.34,105.1,51,221.7,7.1,630,31,0,0
18.7,33.6,1315,41.7,83,0.42,103.6,52,221.8,7.7,221,39,0,0
21.7,36.4,1306,33.7,65,0.25,99.7,65,218.9,14.1,336,43,0,0
29.2,41.0,1638,41.8,245,0.45,99.4,38,228.2,10.2,410,84,0,0
22.8,41.8,1433,33.9,194,0.2,103.1,34,222.6,11.5,201,70,1,0
22.2,33.4,1303,49.9,182,0.34,100.6,58,220.4,9.4,560,20,0,0
25.4,40.9,1474,42.7,164,0.49,101.5,40,214.2,7.1,863,81,0,0
27.9,45.8,1619,44.4,59,0.48,102.1,60,220.1,10.8,609,32,0,0
27.2,40.1,1589,30.9,22,0.35,103.0,38,218.0,10.2,809,55,0,0
25.5,39.9,1774,37.6,153,0.18,100.8,55,217.7,7.9,925,58,0,0
27.6,36.7,2005,28.1,5,0.23,101.7,68,216.3,15.8,833,9,0,0
25.3,40.4,1518,25.9,48,0.49,102.9,48,214.6,12.1,272,47,0,0
